,text,category,rank
18266,Yes ,WORKOUT,Can't rate
18267,6hrs,SLEEP,2
18268,6,SLEEP,2
18269,Good,WORKOUT,4
18270,B,STRESS,Can't rate
18271,8,SLEEP,4
18272,Stress free ,STRESS,4
18273,32 ounces ,WATER,3
18274,Drinking more now!,WATER,Can't rate
18275,7 ,SLEEP,3
18276,Yes ,STRESS,Can't rate
18277,On point ,FOOD,4
18278,Stress free ,STRESS,4
18279,64,WATER,4
18280,7,SLEEP,3
18281,Didn't ,WORKOUT,Can't rate
18282,Ok point ,FOOD,4
18283,6,SLEEP,2
18284,Less than 5 ,SLEEP,2
18285,Handled ,STRESS,1
18286,6hrs ,SLEEP,2
18287,"Yes, I worked out this morning. ",WORKOUT,3
18288,Feeling overwhelmed because I have so much to do today. ,STRESS,2
18289,Traveling home from vacation so far pretty stress free ,STRESS,4
18290,5,SLEEP,2
18291,5hrs,SLEEP,2
18292,6 hours ,SLEEP,2
18293,Stress free,STRESS,4
18294,64oz for sure ,WATER,4
18295,Yes! I ran 2 miles today ,WORKOUT,3
18296,Almost perfect ,FOOD,3
18297,7hrs,SLEEP,3
18298,No workout today ,WORKOUT,1
18299,Food is good,FOOD,4
18300,32,WATER,3
18301,Stress free,STRESS,4
18302,10 hours sleep ,SLEEP,4
18303,On point ,FOOD,4
18304,64oz for sure,WATER,4
18305,Stress free,STRESS,4
18306,6hrs,SLEEP,2
18307,"Cooked healthy dinner.

Still amoking",FOOD,3
18308,Handled.,STRESS,3
18309,Sips,WATER,2
18310,7,SLEEP,3
18311,Thank you.,STRESS,Can't rate
18312,Cisgender.,FOOD,Can't rate
18313,8,SLEEP,4
18314,4,SLEEP,1
18315,A lot,WATER,Can't rate
18316,Yes. 32oz down ,WATER,3
18317,Stress is rising ,STRESS,1
18318,Almost perfect ,FOOD,3
18319,64,WATER,4
18320,No worked until 1030,WORKOUT,Can't rate
18321,6.75,SLEEP,2
18322,Stress free.  Slept a little later and no alarm this morning after two late nights working. ,STRESS,4
18323,On point. ,FOOD,4
18324,7.5,SLEEP,3
18325,32 but really dehydrated ,WATER,3
18326,Mostly stress free with little bits of stress sprinkled in ,STRESS,4
18327,Not yet,FOOD,1
18328,Falling off the wagon over here! ,FOOD,Can't rate
18329,I will ,WATER,Can't rate
18330,5,SLEEP,2
18331,Yes worked out. ,WORKOUT,3
18332,Stress free ,STRESS,4
18333,Almost perfect ,FOOD,3
18334,80 ozs ,WATER,4
18335,Need to step it up ,FOOD,2
18336,6 hours ,SLEEP,2
18337,I had 64oz for sure because it was so hot outside. Pretty stressed as well for that reason because I felt sick at work. I did eat well but I did not workout today. ,WATER,4
18338,No I have work,WORKOUT,Can't rate
18339,"Alright, I had cereal with almond milk for breakfast and a chicken and avocado wrap for lunch (tomato, lettuce, chicken, mayo, avocado)",FOOD,3
18340,7,SLEEP,3
18341,Handled ,STRESS,1
18342,On point,FOOD,4
18343,64,WATER,4
18344,"Worked a lot. But was also lazy today.  

I need to be easier on myself ",WORKOUT,Can't rate
18345,No,WORKOUT,Can't rate
18346,Can I get off these texts ,SLEEP,Can't rate
18347,Need to step it up ,FOOD,2
18348,6,SLEEP,2
18349,I would say on the water and food questions I would like them Asked at the end of the day around 7pm. ,FOOD,4
18350,32 oz water today.,WATER,3
18351,Stress free,STRESS,4
18352,Had an awesome workout. Didn't drink enough water ,WATER,Can't rate
18353,Yes,WORKOUT,4
18354,Less 5,SLEEP,2
18355,3.5,SLEEP,1
18356,7 hours ,SLEEP,3
18357,Handled my stress today (fought with my sister) ,STRESS,3
18358,Drank a lot probs 64 oz ,WATER,4
18359,"Need to step it up , I had a lAte breakfast of egg cheese bacon and vegi sandwich and a late lunch of avocado lettuce tomato and chx on a wrap ",FOOD,2
18360,Didn't eat well so threw up lol but worked out earlier!,WORKOUT,3
18361,Yes,WORKOUT,Can't rate
18362,6.5,SLEEP,2
18363,Yes,WORKOUT,4
18364,Yes,FOOD,Can't rate
18365,"Hard to focus right now, spent the day on the water working on the boat. I'm pretty exhausted.",SLEEP,2
18366,Ok. I'd like to get to 45 oz.,WATER,3
18367,8!,SLEEP,4
18368,Stress free ,STRESS,4
18369,"Daily review.  Completed some projects with work and took a risk with someone new. 

Not eaten pizza ",FOOD,3
18370,7,SLEEP,3
18371,"8 hours. 
Not yet ",SLEEP,4
18372,8,SLEEP,4
18373,On point ,FOOD,4
18374,Stress free,STRESS,4
18375,8,SLEEP,4
18376,Yes,WORKOUT,Can't rate
18377,On point,FOOD,4
18378,Less than 5,SLEEP,2
18379,No workout today,WORKOUT,1
18380,Up all night,WORKOUT,Can't rate
18381,8 hrs. Workout done ,SLEEP,4
18382,8,SLEEP,4
18383,8 hours,SLEEP,4
18384,4am ,SLEEP,Can't rate
18385,8pm ,SLEEP,Can't rate
18386,7am,WORKOUT,Can't rate
18387,Cool! ,SLEEP,Can't rate
18388,7,SLEEP,3
18389,Handled,STRESS,1
18390,32,WATER,3
18391,Step it up,FOOD,2
18392,"Went to gym.

Could have boxed a bu better",WORKOUT,Can't rate
18393,"Thanks for the workouts Lou! I will see you at 6.30 class tonight. 
",WORKOUT,Can't rate
18394,Almost perfect,FOOD,3
18395,Handled what was thrown,STRESS,Can't rate
18396,7,SLEEP,3
18397,"8 plus hours, yes and almost perfect",SLEEP,4
18398, Close to 64oz,WATER,4
18399,"Overwhelmed, derailed my day.",STRESS,2
18400,Need to step it up.,FOOD,2
18401,Good,FOOD,4
18402,Handling ,STRESS,3
18403,6,SLEEP,2
18404,6.5,SLEEP,2
18405,No,WORKOUT,Can't rate
18406,Handed ,STRESS,Can't rate
18407,Ugh...5,SLEEP,2
18408,Yes - boost and heading to boxing at 9:30,WORKOUT,Can't rate
18409,Handling it but surprisingly boxing didn't make me feel less like punching certain people today ,STRESS,Can't rate
18410,Haha oh boy...,SLEEP,Can't rate
18411,"On point. Dinner tonight was canceled, so it should be an on point day all around ",FOOD,4
18412,Stress is building doing my best to handle ,STRESS,1
18413,7+,SLEEP,3
18414,Almost perfect ,FOOD,3
18415,7,SLEEP,3
18416,"Killed it at poker again.

Ate 4 slices of pizza.",SLEEP,1
18417,7,SLEEP,3
18418,7,SLEEP,3
18419,Stress free,STRESS,4
18420,Sips,WATER,2
18421,Step it up,FOOD,2
18422,"Too late.  Beer and kale salad, followed by apple cobbler.",FOOD,3
18423,8,SLEEP,4
18424,6 ,SLEEP,2
18425,Need to step it up ,FOOD,2
18426,Handled what was thrown my way well ,STRESS,3
18427,7,SLEEP,3
18428,7 hours and heading out for a walk/jog,SLEEP,3
18429,Handling it,STRESS,Can't rate
18430,Food is on point!,FOOD,4
18431,90 oz so far,WATER,4
18432,I need more sleep! I am tired...something to work on....,SLEEP,1
18433,Stress free ,STRESS,4
18434,Recovery day ,WORKOUT,Can't rate
18435,Amen to that. Packed day ahead of me ,STRESS,2
18436,7,SLEEP,3
18437,8+,SLEEP,4
18438,7,SLEEP,3
18439,Decent ,FOOD,Can't rate
18440,6 ish hours,SLEEP,2
18441,Yes boost!,WORKOUT,Can't rate
18442,8 ,SLEEP,4
18443,Handled things ,STRESS,3
18444,On point ,FOOD,4
18445,Yes ,WORKOUT,Can't rate
18446,7 hours,SLEEP,3
18447,8+,SLEEP,4
18448,Not good,FOOD,1
18449,I did not workout today. Sunday is usually my rest day. ,WORKOUT,Can't rate
18450,64oz water ,WATER,4
18451,Stress: too much to handle ,STRESS,1
18452,"I had a great workout-

I could have drank more water",WATER,Can't rate
18453,6:30am,SLEEP,2
18454,12,SLEEP,4
18455,7:30/8,WORKOUT,Can't rate
18456,Thank you ,SLEEP,Can't rate
18457,8,SLEEP,4
18458,Need to step it up,FOOD,2
18459,Stress fre ,STRESS,Can't rate
18460,64,WATER,4
18461,"Got my work done early. 

Eaten better ",WORKOUT,Can't rate
18462,Less than 5,SLEEP,1
18463,Yes. ,WORKOUT,4
18464,Handled what was thrown my way,STRESS,3
18465,120 oz,WATER,Can't rate
18466,Yes,WORKOUT,Can't rate
18467,On point,FOOD,4
18468,7 hours,SLEEP,3
18469,Stress free ,STRESS,4
18470,"Awesome day at colab. 

Food ",FOOD,Can't rate
18471,Pushups and sit-ups ,WORKOUT,Can't rate
18472,8,SLEEP,4
18473,Fasting until 1pm ,FOOD,Can't rate
18474,32 ,WATER,3
18475,7,SLEEP,3
18476,Not yet,FOOD,1
18477,Stress free,STRESS,4
18478,Almost perfect ,FOOD,3
18479,32,WATER,3
18480,6,SLEEP,2
18481,On point ,FOOD,4
18482,Stress free ,STRESS,4
18483,Not enough today forgotten my gallon,WATER,2
18484,Yes,WORKOUT,Can't rate
18485,6,SLEEP,2
18486,Not yet ,FOOD,1
18487,Kinda stressed ,STRESS,1
18488,"Today I ate an egg for breakfast, a salad for lunch, dried apples and a granola bar for snack with pulled pork sandwich for dinner r",FOOD,3
18489,Sure,STRESS,Can't rate
18490,7 hours,SLEEP,3
18491,7 hours,SLEEP,3
18492,Yup - boost. Heading to boxing at 9:30 ,WORKOUT,Can't rate
18493,Handling it,STRESS,Can't rate
18494,I slept 7 hours ,SLEEP,3
18495,Good amount of stress today to get best out of myself ,STRESS,Can't rate
18496,I have two glasses of water and matcha tea at breakfast. Also one herbal tea. Need to keep drinking more water ,WATER,Can't rate
18497,Thanks for review. I have had not as much pressure and stress recently so I've been able to be distracted. Work life is about to get very busy now so optimizing productivity is the game. ,STRESS,Can't rate
18498,I did workout and sauna ,WORKOUT,Can't rate
18499,Stress free. ,STRESS,4
18500,Almost perfect ,FOOD,3
18501,6.5 ,SLEEP,2
18502,64oz for sure,WATER,4
18503,Stress free,STRESS,4
18504,30,WATER,2
18505,7 hours ,SLEEP,3
18506,We can do Saturday at 10:30 possibly if he could ,SLEEP,4
18507,8+ hrs,SLEEP,4
18508,No I did not workout today,WORKOUT,Can't rate
18509,8,SLEEP,4
18510,Not good,FOOD,1
18511,32 oz,WATER,3
18512,Stress free,STRESS,4
18513,Didn't eat well and cried from stress later on ,STRESS,Can't rate
18514,No,WORKOUT,Can't rate
18515,8 hrs,SLEEP,4
18516,Somewhere in between handled it and Overwhelmed 🤷🏻‍♀️,STRESS,2
18517,No,WORKOUT,Can't rate
18518,Need to step it up ,FOOD,2
18519,Stress free ,STRESS,4
18520,64+ ,WATER,4
18521,6.5,SLEEP,2
18522,8hrs,SLEEP,4
18523,Stress free,STRESS,4
18524,On point ,FOOD,4
18525,Not enough,FOOD,1
18526,"OMG this week was rough I just felt off!  I finished my 30 day self confidence chapter and felt like I missed it, I missed that self assurance piece maybe 30 days wasn't enough.  ",WATER,2
18527,Slept 7 hours ,SLEEP,3
18528,Intention - do not use food in any other way than to nourish myself. No emotional eating today ,FOOD,Can't rate
18529,I did workout - boost/build ,WORKOUT,Can't rate
18530,8 hours,SLEEP,4
18531,Good,FOOD,4
18532,Last night I got 6hrs it sleep ,SLEEP,2
18533,Yesterday I had a great day with work and catching up with one of my coaches on life in general. It was a great convo. Bad part is I aggravated my back again. Going to a chiropractor Tuesday ,WORKOUT,Can't rate
18534,8+,SLEEP,4
18535,very good ,FOOD,4
18536,6,STRESS,Can't rate
18537,Handled stress,STRESS,3
18538,8+,SLEEP,4
18539,On point,FOOD,4
18540,10 hours sleep ,SLEEP,4
18541,On point ,FOOD,4
18542,64oz for sure,WATER,4
18543,"Yesterday:
- 64 oz for sure
- did well: Banged through my to do list like a champ!
- can do better: Need not to eat late night snacks. Food was still healthful but not ideal!
Today:
- 7 hrs
- 🥊 ❤️ 
- handled what was thrown my way well ",SLEEP,3
18544,"I was sore and was concerned about boxing class today but I figured, better to go to class and take a break than not go. And it was the right choice. Weight is allegedly down but contractors have moved my scale so many times that I don't really believe it. But that's okay. I feel better than I did. ",WORKOUT,Can't rate
18545,8 hours ,SLEEP,4
18546,7.5,SLEEP,3
18547,Handled,STRESS,3
18548,Yes,WORKOUT,Can't rate
18549,Need to step it up,FOOD,2
18550,Not enough,FOOD,1
18551,Stress green,STRESS,1
18552,7 hours and not yet ,SLEEP,3
18553,Today I was stressed,STRESS,1
18554,"Today I had an egg for breakfast, edamame, chicken and farrow for lunch, fried apples and a granola bar for snack, and skirt steak with vegis for dinner ",FOOD,3
18555,And drank a lot,WATER,Can't rate
18556,"Handled a budget call well and had a killer workout.  Oh, I sent my show materials requested by a contest I placed in for promotion. ",WORKOUT,Can't rate
18557,Stress free ,STRESS,4
18558,7 ,SLEEP,3
18559,Not yet ,WORKOUT,Can't rate
18560,Need to step it up,FOOD,2
18561,5hrs ,SLEEP,2
18562,Stress free ,STRESS,4
18563,Yes,STRESS,Can't rate
18564,- less than 5 hrs,SLEEP,2
18565,It is enough sleep because I'm napping after my 10 o'clock. 🙌 ,SLEEP,4
18566,Didn't workout,WORKOUT,Can't rate
18567,Handled what was thrown my way well,STRESS,3
18568,6.5,SLEEP,2
18569,7,SLEEP,3
18570,8+ hrs,SLEEP,4
18571,Stress free,STRESS,4
18572,63 oz for sure,WATER,3
18573,"Felt good about my workouts today! 

Check in with my nutrition coach on time!",WORKOUT,4
18574,Need to step it up,WATER,Can't rate
18575,"Relaxed and ate pretty well.

Could be smoking less.",STRESS,4
18576,Less than 5,SLEEP,2
18577,Handling,STRESS,Can't rate
18578,Yes,SLEEP,Can't rate
18579,Almost perfect,FOOD,3
18580,Stress free,STRESS,4
18581,Didn't workout,WORKOUT,Can't rate
18582,64oz for sure,WATER,4
18583,8,SLEEP,4
18584,8 hrs ,SLEEP,4
18585,Need to step it up ,FOOD,2
18586,Avocado toast and an apple - need more food ,FOOD,4
18587,Stress free,STRESS,4
18588,32 oz water,WATER,3
18589,Yes - good workout ,WORKOUT,Can't rate
18590,"Need to step
It up ",FOOD,2
18591,My day was not as productive as it could have been. Need to prioritize better and sleep ,SLEEP,Can't rate
18592,8 hours plus ,SLEEP,4
18593,30 min elliptical and then 5 rounds 20 kettle bell swings 100 battle rope 20 (per side) shoulder taps  10 push up 10 triangle push ups ,WORKOUT,Can't rate
18594,Worked out after flight ,WORKOUT,3
18595,8,SLEEP,4
18596,Just did ,WORKOUT,Can't rate
18597,8,SLEEP,4
18598,On point,FOOD,4
18599,Stress free,STRESS,4
18600,8+,SLEEP,4
18601,Stress free so far today.,FOOD,1
18602,6,SLEEP,2
18603,Handling ,STRESS,3
18604,On point ,FOOD,4
18605,No enough actually. ,WATER,2
18606,Yes,WORKOUT,4
18607,Yes,FOOD,Can't rate
18608,8+ hours ,SLEEP,4
18609,Actually 9+ hours,SLEEP,4
18610,"Visited two more potentials and working on their estimates.

Calm, patience and calculated attitude towards the crew is a work in progress.",WORKOUT,Can't rate
18611,Stress free ,STRESS,4
18612,6 ,SLEEP,2
18613,Not yet ,WORKOUT,Can't rate
18614,On point ,FOOD,4
18615,I’m driving with Do Not Disturb While Driving turned on. I’ll see your message when I get where I’m going.,WATER,Can't rate
18616,I’m driving with Do Not Disturb While Driving turned on. I’ll see your message when I get where I’m going.,STRESS,Can't rate
18617,Stress free,STRESS,4
18618,Almost u,SLEEP,Can't rate
18619,Yes!!!!,WORKOUT,Can't rate
18620,In point,FOOD,4
18621,"Fasted 18 hours.

Smoked.",SLEEP,4
18622,6,SLEEP,2
18623,Handling,STRESS,3
18624,Slept 8 hours,SLEEP,4
18625,Not stressed,STRESS,1
18626,6 hrs,SLEEP,2
18627,7,SLEEP,3
18628,Yes. Struggled and pushed through to get a strong workout in ,WORKOUT,Can't rate
18629,Handled ,STRESS,1
18630,Point ,FOOD,4
18631,64+,WATER,4
18632,Got up and pushed through a workout. Ate a bunch of cheese late night ,WORKOUT,Can't rate
18633,On pong ,FOOD,Can't rate
18634,I went to boxing on Saturday:),WORKOUT,Can't rate
18635,Hey! I'm back ,SLEEP,Can't rate
18636,Thankful that I have a day off! ,STRESS,Can't rate
18637,7 ,SLEEP,3
18638,8 hours,SLEEP,4
18639,7.5 hrs ,SLEEP,4
18640,Almost perfect ,FOOD,3
18641,"32 
Stress free",STRESS,4
18642,"Got in bed early and read a little 
Organized myself at work before I left - I don't want to missy workout 🤦🏻‍♀️",WORKOUT,Can't rate
18643,Yes cf ,WORKOUT,Can't rate
18644,"Good workout.
Still smoking.",WORKOUT,4
18645,Handled,STRESS,3
18646,7,SLEEP,3
18647,64 for sure,WATER,4
18648,Stress free,STRESS,4
18649,31 pushups ,WATER,2
18650,I did workout ,WORKOUT,Can't rate
18651,8 hours ,SLEEP,4
18652,Yes! Build,WORKOUT,Can't rate
18653,"Almost perfect...protein shake, salad...and a bite of a lemon bar. Healthy dinner plans :)",FOOD,3
18654,6 hrs of sleep,SLEEP,2
18655,Need to step it up,FOOD,2
18656,8,SLEEP,4
18657,6 ,SLEEP,2
18658,Yes ,WORKOUT,Can't rate
18659,Need to step it up,FOOD,2
18660,32oz,WATER,3
18661,Overwhelmed ,STRESS,2
18662,5 hours ,SLEEP,1
18663,Good,FOOD,4
18664,64,WATER,4
18665,5 ,SLEEP,1
18666,Yes,WORKOUT,4
18667,8 hrs,SLEEP,4
18668,Didn't workout,WORKOUT,Can't rate
18669,Almost perfect,FOOD,3
18670,64oz,WATER,4
18671,8 hours,SLEEP,4
18672,Handled what was thrown,STRESS,Can't rate
18673,To be honest I'm pretty satisfied with how I did today. I worked out pretty hard and ate pretty well. ,WORKOUT,3
18674,Stress free ,STRESS,4
18675,Pushups and sit-ups ,WORKOUT,Can't rate
18676,8,SLEEP,4
18677,Fasting until 1pm ,FOOD,Can't rate
18678,Almost perfect ,FOOD,3
18679,I managed my stress very week today considering the crazy shit that went down. I was incredibly hungover due to a night out in NYC with an old friend. ,STRESS,Can't rate
18680,7,SLEEP,3
18681,Didn't,WORKOUT,Can't rate
18682,5 hrs,SLEEP,1
18683,6 hrs,SLEEP,2
18684,7 thank God,SLEEP,3
18685,Overwhelmed and overwhelming ,STRESS,2
18686,On point,FOOD,4
18687,"Catching up for the record I'm always hydrated
Also same shit different day",WATER,3
18688,Yes,WORKOUT,Can't rate
18689,8 hrs,SLEEP,4
18690,7 hours,SLEEP,3
18691,9.5!,SLEEP,4
18692,6.5 hrs ,SLEEP,3
18693,Not good,FOOD,4
18694,"No, but thinking of going for a run ",WORKOUT,1
18695,None ,WATER,Can't rate
18696,Sunday run day 4 miles ,SLEEP,1
18697,Stress free ,STRESS,4
18698,64oz,WATER,4
18699,Less than 5,SLEEP,2
18700,Yes ,WORKOUT,Can't rate
18701,Need to step it up ,FOOD,2
18702,Stress free,STRESS,4
18703,7.5 hrs ,SLEEP,4
18704,Stress free ,STRESS,4
18705,"Yes, I finally did!",WORKOUT,Can't rate
18706,Food intake almost perfect. Coke's light through  it off. ,FOOD,3
18707,It often lasts the day. ,WORKOUT,Can't rate
18708,Once sugar enters the situation it takes over ,FOOD,3
18709,Crushed the Dad game today and all weekend. Didn't keep my composure on the golf course today ,WORKOUT,Can't rate
18710,8,SLEEP,4
18711,64,WATER,4
18712,7,SLEEP,3
18713,Almost 7 hrs ,SLEEP,3
18714,"Handled my shit today! 

32 oz 

Yes cf ",WATER,3
18715,Ooooonnnnnn ,FOOD,Can't rate
18716,8+,SLEEP,4
18717,9 ,SLEEP,4
18718,8,SLEEP,4
18719,Yes,WORKOUT,4
18720,Yes,FOOD,Can't rate
18721,9 hrs of sleep,SLEEP,4
18722,Overwhelmed ,STRESS,2
18723,On point,FOOD,4
18724,A few sips,WATER,2
18725,On point,FOOD,4
18726,Did t workout,WORKOUT,Can't rate
18727,7,SLEEP,3
18728,8,SLEEP,4
18729,8,SLEEP,4
18730,5,SLEEP,2
18731,Yes.  Ran 5 miles and boxed ,SLEEP,2
18732,Stress free ,STRESS,4
18733,8,SLEEP,4
18734,No. ,WORKOUT,1
18735,5hrs,SLEEP,2
18736,Stress free ,STRESS,4
18737,On point ,FOOD,4
18738,Need to step it up,FOOD,2
18739,6,SLEEP,2
18740,Stress free ,STRESS,4
18741,32,WATER,3
18742,No,WORKOUT,1
18743,On point ,FOOD,4
18744,6,SLEEP,2
18745,"Yes. 12
Miles ",SLEEP,4
18746,Stress free ,STRESS,4
18747,64,WATER,4
18748,Handled,STRESS,3
18749,Yes,WORKOUT,Can't rate
18750,8,SLEEP,4
18751,7 hrs,SLEEP,3
18752,Stress free,STRESS,4
18753,Yes I worked out ,WORKOUT,3
18754,5+,SLEEP,2
18755,7,SLEEP,3
18756,Not yet ,FOOD,1
18757,Almost perfect ,FOOD,3
18758,64 oz,WATER,4
18759,Stress free,STRESS,4
18760,6,SLEEP,2
18761,"Very healthy so far, but about to go to a big event in the city.",FOOD,Can't rate
18762,Walked around Amsterdam sleeped 12 hours bad over eating ,SLEEP,4
18763,6,SLEEP,2
18764,6 hrs. My sleep hasn't been right since my trip. Jet lag is a real thing😴,SLEEP,2
18765,Stress free ,STRESS,4
18766,6,SLEEP,2
18767,Fuck yes,WORKOUT,Can't rate
18768,8 hrs. Workout done ,WORKOUT,3
18769,Handled what was thrown my way well,STRESS,3
18770,Need to step it up,FOOD,2
18771,64oz,WATER,4
18772,6,SLEEP,2
18773,Yes,WORKOUT,4
18774,5,SLEEP,1
18775,6,SLEEP,2
18776,Nope! ,WORKOUT,Can't rate
18777,Handled ,STRESS,3
18778,Almost perfect,FOOD,3
18779,Good ,FOOD,4
18780,8+,SLEEP,4
18781,Stress free,STRESS,4
18782,6 ,SLEEP,2
18783,Not yet ,WORKOUT,Can't rate
18784,On point ,FOOD,4
18785,64,WATER,4
18786,Almost perfect ,FOOD,3
18787,8+ hrs. Best sleep I've had in a couple of weeks😴,SLEEP,4
18788,7,SLEEP,3
18789,On point ,FOOD,4
18790,Stress free ,STRESS,4
18791,On point,FOOD,4
18792,Good,FOOD,4
18793,64 🙌 ,WATER,4
18794,Handling,STRESS,3
18795,6,SLEEP,2
